OBSID1,OBSID2,STUDYID,CRN_SUBCMP,DBDOI,DBVERNO,CNTRY,REGION_INT,BASIN,AHGFL1,REFDBID,OAID,AUTHOR,PUBYEAR,REFID,REFDOI,MATERIAL,SIZEMIN,SIZEMAX,PROJEPSGID,PROJECTION,AREA,ELEV_AVE,ELEV_STD,SLP_AVE,SLP_STD,SMP_DAY,SMP_MONTH,SMP_YEAR,SMP_COMMT,BE10NP,BE10NP_ERR,BE10EP,BE10EP_ERR,BESTND,BECORR,BEAMS,BE10NC,BE10NC_ERR,EBE_MMKYR,EBE_ERR,AL26NP,AL26NP_ERR,AL26EP,AL26EP_ERR,ALSTND,ALCORR,ALAMS,AL26NC,AL26NC_ERR,EAL_MMKYR,EAL_ERR,IGSNID,CENTR_LAT,ATM_PRESS,QTZ_PCNT,GLA_KM2,GLA_PCNT,BEPROD,BETOPO,BESELF,BESNOW,BETOTS,EBE_GCMYR,ERRBE_AMS,ERRBE_MUON,ERRBE_PROD,ERRBE_TOT,EBEL,EBEL_INT,EBEL_EXT,EBELNS,EBELNS_INT,EBELNS_EXT,EBEGLA,EBEGLA_ERR,EBE_DIFF,ALPROD,ALTOPO,ALSELF,ALSNOW,ALTOTS,EAL_GCMYR,ERRAL_AMS,ERRAL_MUON,ERRAL_PROD,ERRAL_TOT,EALL,EALL_INT,EALL_EXT,EALLNS,EALLNS_INT,EALLNS_EXT,REGION_REG,DIV_ADMIN,AHGFL2,RIVNAME,RIVDIV,IBRACODE,IBRAREGION,SLP_deg,rock_major,rock_count,MAP,MAT,AI,NDVI_STS
S143WTS020,T20,S143,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),ITA,Apennines,Scrivia Riv.,NA,Wittmann:2016po,OAID-000178,Wittmann,2016,Earth_Planet_Sc_Lett_452,10.1016/j.epsl.2016.07.017,Sa,125,250,32632,WGS84_UTM_32N,614.17,674.04,275.98,302.95,154.47,-9999,-9999,-9999,NA,19800,2800,237,34,07KNSTD,1,Cologne,19800,2800,267.7,68.36,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,44.6206,931.13,4,-9999.99,-99.99,1.825,0.986,1,1,1.799,0.07094,0.01028,0.00633,0.0135,0.01811,266,37.6,40.8,269,38.1,41.2,-9999.99,-9999.99,-9999.99,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,16.8542004,sc,97,1396.449951,10.6524,13379.2002,0.80034
S026WTS009,JSQ10,S026,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),USA,Appalachian Mts.  (MD/PA/NY),Susquehanna,NA,Reuter:2005susquehanna,OAID-000139,Reuter,2005,phdthesis, ,Sa,250,500,32618,WGS84_UTM_18N,690.09,412.22,112.03,149.58,103.84,-9999,-9999,-9999,NA,258000,8000,16.41,-9999.99,KNSTD,0.9042,LLNL-CAMS,233284,7234,16.46,3.72,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,40.8701,967.54,59,-9999.99,-99.99,1.338,0.998,1,1,1.335,0.00436,0.00014,0.0004,0.00089,0.00099,15.9,0.5,1.08,15.9,0.5,1.08,-9999.99,-9999.99,-9999.99,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,8.5072298,ss,53,1019.590027,9.1716499,9274.05957,0.777728
S116WTS005,TSP22,S116,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),ZAF,Eastern Cape,Keurbooms Riv.,NA,Bierman:2014view,OAID-000013,Bierman,2014,GSA_Today_24,10.1130/GSATG206A.1,Sa,250,750,32734,WGS84_UTM_34S,830.29,546.9,242.06,272.43,154.18,-9999,-9999,-9999,NA,1043000,10000,4,0.3,07KNSTD,1,LLNL-CAMS,1043000,10000,3.21,0.72,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,-33.8523,951.23,100,-9999.99,-99.99,1.349,0.99,1,1,1.335,0.00085,0.00001,0.00005,0.00018,0.00019,3.06,0.03,0.2,3.09,0.03,0.2,-9999.99,-9999.99,-9999.99,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,15.2392998,ss,100,639.5029907,15.5063,4063.209961,0.627411
S009WTS027,meu-1,S009,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),FRA,Middle Europe,Meuse,NA,Schaller:2001european,OAID-000147,Schaller,2001,Earth_Planet_Sc_Lett_188,10.1016/s0012-821x(01)00320-x,Sa,500,1000,32632,WGS84_UTM_32N,894.8,432.4,28.98,37.23,33.15,-9999,-9999,-9999,NA,212000,15000,21.7,1.5,S555,0.9124,ETH-Zurich,193429,13686,20.9,4.89,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,48.1769,971.76,22,-9999.99,-99.99,1.397,1,1,1,1.396,0.00554,0.00041,0.00052,0.00111,0.0013,20.8,1.49,1.94,20.8,1.49,1.94,-9999.99,-9999.99,-9999.99,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,2.1321399,sc,78,846.3070068,9.3933201,9265.370117,0.784567
S214WTS029,CH-159,S214,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),CHN,Yunnan Province, ,NA,Gonzalez:2017replicability,OAID-000153,Sosa-Gonzalez,2017,Earth_Surf_Proc_Land_42,10.1002/esp.4205,Sa,250,850,32647,WGS84_UTM_47N,1576.94,2057.92,283.93,279.26,143.2,-9999,1,2014,In channel. SUERC ID2: b9212,127000,4000,-9999.99,-9999.99,07KNSTD,1,SUERC,127000,4000,71.44,13.97,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,25.1944,793.22,100,-9999.99,-99.99,3.286,0.997,1,1,3.275,0.01893,0.0006,0.00101,0.00351,0.0037,64.4,2.04,4.33,64.5,2.04,4.34,-9999.99,-9999.99,-9999.99,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,15.6028996,ss,71,878.4840088,15.5916996,6541.450195,0.683154
S009WTS016,neck-2,S009,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),DEU,Rhine catchment (BW),Neckar,NA,Schaller:2001european,OAID-000147,Schaller,2001,Earth_Planet_Sc_Lett_188,10.1016/s0012-821x(01)00320-x,Sa,500,1000,32632,WGS84_UTM_32N,770.07,932.5,1.5,43.76,2.09,-9999,-9999,-9999,NA,71000,9000,86.5,11.1,S555,0.9124,ETH-Zurich,64780,8212,81.73,20.22,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,48.2213,937.23,55,-9999.99,-99.99,1.817,0.999,1,1,1.816,0.02166,0.00283,0.00186,0.00416,0.00536,81.5,10.4,11.4,81.6,10.4,11.5,-9999.99,-9999.99,-9999.99,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,2.5056601,sm,45,935.5549927,7.3711801,11494.59961,0.732481
S009WTS051,loi-21,S009,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),FRA,Middle Europe,Loire,NA,Schaller:2001european,OAID-000147,Schaller,2001,Earth_Planet_Sc_Lett_188,10.1016/s0012-821x(01)00320-x,Sa,500,1000,32632,WGS84_UTM_32N,764.35,867.41,213.76,143.7,95.34,-9999,-9999,-9999,NA,215000,26000,31.4,3.8,S555,0.9124,ETH-Zurich,196166,23722,30.12,7.26,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,45.4847,913.48,96,-9999.99,-99.99,2.1,0.998,1,1,2.096,0.00798,0.00101,0.00056,0.00154,0.00192,30.2,3.69,4.11,30.3,3.7,4.11,-9999.99,-9999.99,-9999.99,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,8.1774197,pa,60,794.1160278,8.2272997,8228.179688,0.796325
S336WTS001,br,S336,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),FRA,Vosges Mts.,Bruche,NA,Jautzy:2022vosges,OAID-001594,Jautzy,2024,Earth_Planet_Sc_Lett_625,10.1016/j.epsl.2023.118490,Sa,250,1000,32632,WGS84_UTM_32N,647.37,469.45,219.26,179.72,133.89,-9999,-9999,-9999,NA,97745,3030,46.3019533,1.469132099,07KNSTD,1,ASTER,97745,3030,46.24,10.16,740404,63846,44.78789884,3.992961885,SMAL11,1.021,ASTER,755952,65187,44.15,10.13,NA,48.5062,958.97,72,-9999.99,-99.99,1.546,0.994,1,1,1.537,0.01225,0.00039,0.00115,0.0024,0.00269,46.1,1.44,3.09,46.3,1.45,3.11,-9999.99,-9999.99,-9999.99,1.546,0.994,1,1,1.537,0.0117,0.00105,0.00086,0.00231,0.00268,41.9,3.66,5.17,42.1,3.68,5.2, , , , , , , ,10.1884003,ss,28,943.2800293,8.5889502,10987.59961,0.785738
S256WTS011,16PE064,S256,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),PER,Western Cordillera,ND,NA,Starke:2020vegetation,OAID-000154,Starke,2020,Science_367,10.1126/science.aaz0840,Sa,250,500,32718,WGS84_UTM_18S,1358.31,1595.77,916.79,182.52,159.51,-9999,-9999,-9999,NA,62609,2754,71.6,4.9,07KNSTD,1,Cologne,62609,2754,107.42,22.04,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,-15.1186,816.12,94,-9999.99,-99.99,2.374,0.994,1,1,2.361,0.02847,0.00127,0.00197,0.00535,0.00584,97.3,4.29,7.18,97.8,4.31,7.22,-9999.99,-9999.99,-9999.99,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,10.3437996,su,36,111.5749969,16.1214008,678.2589722,0.0943515
S262WTS005,ALR228,S262,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),USA,Yukon Riv. (AK),Fortymile Riv.,NA,Bender:2018yukon,OAID-000187,Bender,2018,Geology_46,10.1130/G40203.1,Sa,250,850,32607,WGS84_UTM_07N,290.07,836.3,110.8,97.8,82.48,-9999,-9999,-9999,NA,604000,11200,8.68,0.91,07KNSTD,1,PRIME-Lab,604000,11200,10.38,2.11,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,63.6293,909.39,95,-9999.99,-99.99,2.339,0.999,1,1,2.336,0.00275,0.00005,0.00015,0.00054,0.00056,10.7,0.2,0.68,10.7,0.2,0.68,-9999.99,-9999.99,-9999.99,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,5.5857601,va,45,252.2070007,-5.0504699,4186.890137,0.678485
S059WTS008,2_10,S059,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),PER,Peruvian Andes,Las Gallegas,NA,Abbuehl:2010peruvian,OAID-000001,AbbDhl,2010,Geomorphology_123,10.1016/j.geomorph.2010.07.017,Sa,400,1000,32717,WGS84_UTM_17S,51.21,2007.08,497.44,376.62,174.56,-9999,-9999,-9999,NA,36800,4300,304,55,NIST_30300,0.9221,Uppsala,33933,3965,211.01,48.89,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,-5.0289,790.84,100,-9999.99,-99.99,2.576,0.979,1,1,2.515,0.05592,0.00665,0.00382,0.01044,0.01296,190,22.2,24.9,193,22.6,25.3,-9999.99,-9999.99,-9999.99,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,20.6373997,pa,93,774.5250244,17.5142002,5269.529785,0.718449
S166WTS027,AB-10,S166,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),JPN,"Abukuma, Tohoku",Abukuma Riv.,NA,Korup:2014flux,OAID-000088,Korup,2014,Earth-Sci_Rev_135,10.1016/j.earscirev.2014.03.004,Sa,500,2000,32654,WGS84_UTM_54N,4.18,599.12,116.31,222.21,108.99,-9999,-9999,-9999,NA,61864,2745,90,10,07KNSTD,1,MALT Tokyo AMS,61864,2745,71.68,16.02,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,37.3066,942.79,100,-9999.99,-99.99,1.517,0.982,1,1,1.489,0.01899,0.00086,0.00188,0.00371,0.00425,64.3,2.87,4.77,65.3,2.91,4.84,-9999.99,-9999.99,-9999.99,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,12.5281,pa,100,1344.329956,9.6104202,14575.7002,0.867333
S009WTS063,loi-49,S009,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),FRA,Middle Europe,Loire,NA,Schaller:2001european,OAID-000147,Schaller,2001,Earth_Planet_Sc_Lett_188,10.1016/s0012-821x(01)00320-x,Sa,500,1000,32632,WGS84_UTM_32N,557.64,286.38,45.23,63.05,47.21,-9999,-9999,-9999,NA,381000,23000,10.7,0.7,S555,0.9124,ETH-Zurich,347624,20985,10.31,2.41,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,47.1996,982.14,2,-9999.99,-99.99,1.277,1,1,1,1.276,0.00273,0.00018,0.00024,0.00057,0.00064,10.3,0.64,0.89,10.3,0.64,0.89,-9999.99,-9999.99,-9999.99,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,3.6077199,sc,98,792.9509888,10.0843,8473.219727,0.807233
S135WTS012,LUCN-27,S135,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),COL,Eastern Andean Cordillera,Turmeque Riv.,NA,Struth:2016colombia,OAID-000159,Struth,2016,Earth_Surf_Proc_Land_42,10.1002/esp.4079,Sa,250,500,32718,WGS84_UTM_18S,979.45,2707.44,326.08,208.59,119.53,-9999,-9999,-9999,NA,197450,5520,53.1,7.1,07KNSTD,1,PRIME-Lab,197450,5520,51.68,9.97,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,5.3399,732.62,100,-9999.99,-99.99,3.744,0.995,1,1,3.726,0.0137,0.00039,0.00064,0.00253,0.00264,52.7,1.48,3.46,52.9,1.49,3.47,-9999.99,-9999.99,-9999.99,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,11.7824001,sm,96,1356.089966,13.3011999,10819.2002,0.661173
