OBSID1,OBSID2,STUDYID,CRN_SUBCMP,DBDOI,DBVERNO,CNTRY,REGION_INT,BASIN,AHGFL1,REFDBID,OAID,AUTHOR,PUBYEAR,REFID,REFDOI,MATERIAL,SIZEMIN,SIZEMAX,PROJEPSGID,PROJECTION,AREA,ELEV_AVE,ELEV_STD,SLP_AVE,SLP_STD,SMP_DAY,SMP_MONTH,SMP_YEAR,SMP_COMMT,BE10NP,BE10NP_ERR,BE10EP,BE10EP_ERR,BESTND,BECORR,BEAMS,BE10NC,BE10NC_ERR,EBE_MMKYR,EBE_ERR,AL26NP,AL26NP_ERR,AL26EP,AL26EP_ERR,ALSTND,ALCORR,ALAMS,AL26NC,AL26NC_ERR,EAL_MMKYR,EAL_ERR,IGSNID,CENTR_LAT,ATM_PRESS,QTZ_PCNT,GLA_KM2,GLA_PCNT,BEPROD,BETOPO,BESELF,BESNOW,BETOTS,EBE_GCMYR,ERRBE_AMS,ERRBE_MUON,ERRBE_PROD,ERRBE_TOT,EBEL,EBEL_INT,EBEL_EXT,EBELNS,EBELNS_INT,EBELNS_EXT,EBEGLA,EBEGLA_ERR,EBE_DIFF,ALPROD,ALTOPO,ALSELF,ALSNOW,ALTOTS,EAL_GCMYR,ERRAL_AMS,ERRAL_MUON,ERRAL_PROD,ERRAL_TOT,EALL,EALL_INT,EALL_EXT,EALLNS,EALLNS_INT,EALLNS_EXT,REGION_REG,DIV_ADMIN,AHGFL2,RIVNAME,RIVDIV,IBRACODE,IBRAREGION,SLP_deg,rock_major,rock_count,MAP,MAT,AI,NDVI_STS
S010WTS010,Kir-10,S010,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),USA,Central Idaho Mts. (ID),Horse Crk.,NA,Kirchner:2001mountain,OAID-000086,Kirchner,2001,Geology_29,10.1130/0091-7613(2001)029<0591:MEOYKY>2.0.CO;2,Sa,0,0,32611,WGS84_UTM_11N,1.46,1534.15,70.99,225.21,75.65,-9999,-9999,-9999,NA,264000,13000,33,5,KNSTD,0.9042,LLNL-CAMS,238709,11755,40.77,8.08,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,46.0039,841.87,100,-9999.99,-99.99,3.571,0.996,1,1,3.557,0.0108,0.00054,0.00051,0.00201,0.00214,41.6,2.06,3.22,41.8,2.07,3.23,-9999.99,-9999.99,-9999.99,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,12.6918001,mt,100,678,4.3583298,6116,0.770667
S069WTS026,Plima,S069,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),ITA,Central Eastern Alps,ND,NA,Norton:2011alps,OAID-000116,Norton,2011,Int_J_Earth_Sci_100,10.1007/s00531-010-0626-y,Sa,250,500,32632,WGS84_UTM_32N,158.87,2438.91,542.12,493.79,213.16,-9999,-9999,-9999,NA,15258,3707,1100,300,S2007,0.9124,ETH-Zurich,13922,3383,1349.3,426.12,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,46.5209,744.65,16,15.11,9.51,7.215,0.962,1,1,6.971,0.35756,0.09238,0.01084,0.06403,0.11292,1470,357,367,1520,370,381,1161.72,367.22,14.94,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,26.2796993,mt,99,598.4069824,-0.949552,9228.94043,0.402281
S244WTS015,Sample_12_upstream,S244,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),ITA,"Armo norm. fault, Aspromonte massif, S Calabria.", ,NA,RodaBoluda:2019normal,OAID-000192,Roda-Boluda,2019,Earth_Planet_Sc_Lett_507,10.1016/j.epsl.2018.11.032,Sa,250,500,32633,WGS84_UTM_33N,2.9,1133.42,33.18,57.7,28.66,-9999,-9999,-9999,sampled upstream of knickpoint,79870,4990,80,10,07KNSTD,1,SUERC,79870,4990,82.07,17.37,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,38.0675,885.58,18,-9999.99,-99.99,2.3,1,1,1,2.3,0.02175,0.00138,0.00155,0.00411,0.0046,77.4,4.85,6.67,77.4,4.85,6.67,-9999.99,-9999.99,-9999.99,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,3.3023,sc,80,772.4290161,11.6332998,6142.430176,0.67
S207WTS017,Tri,S207,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),CHE,"Rhone basin, Central Alps",Trient,NA,Stutenbecker:2018rhone,OAID-000160,Stutenbecker,2018,Sediment_Geol_375,10.1016/j.sedgeo.2017.12.013,Sa,250,400,32632,WGS84_UTM_32N,158.92,1991.63,528.05,524.54,257.9,-9999,-9999,-9999,NA,10950,1410,940,220,S2007,0.9124,ETH-Zurich,10950,1410,1276.38,289.14,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,46.0565,786.6,56,17,10.7,5.321,0.957,1,1,5.122,0.33824,0.04431,0.01322,0.0611,0.07662,1360,176,193,1420,183,202,1059.99,240.99,18.52,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,27.6788006,mt,49,1635.780029,2.03105,19965.19922,0.516554
S058WTS015,Chr,S058,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),CHE,Swiss Alps,Upper Rhone,NA,Norton:2010rhone,OAID-000116,Norton,2010,Earth_Surf_Proc_Land_35,10.1002/esp.1961,Sa,500,1000,32632,WGS84_UTM_32N,2.64,2037.69,334.73,534.11,160.37,-9999,-9999,-9999,NA,20060,4213,760,220,S555,0.9124,ETH-Zurich,18303,3844,773.7,222.2,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,46.4252,786.26,93,-9999.99,-99.99,5.367,0.964,1,1,5.195,0.20503,0.04509,0.00793,0.03704,0.05888,824,173,180,853,179,186,-9999.99,-9999.99,-9999.99,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,28.1070995,mt,80,1112.599976,1.65667,13461.59961,0.699
S183WTS004,STW_CW_012,S183,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),NPL,Nepalese Himalaya,Seti Riv.,NA,Kim:2017seti,OAID-000084,Kim,2017,J_Mt_Sci_14,10.1007/s11629-016-4282-y,Sa,250,710,32644,WGS84_UTM_44N,253.47,3933.26,1193.16,735.23,394.08,-9999,-9999,-9999,NA,33200,200,992.9,5.8,07KNSTD,1,KIST Seoul,33200,200,835.89,149.58,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,28.4789,610.77,14,42.48,16.78,11.631,0.906,1,1,10.424,0.22151,0.00134,0.00474,0.03933,0.03964,676,4.08,40.1,740,4.46,43.9,596.28,107.28,33.46,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,36.3244019,mt,100,831.572998,4.5929399,7759.549805,0.432472
S155WTS002,LJ,S155,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),USA,"Valles Caldera, New Mexico",La Jara,NA,Orem:2016caldera,OAID-000121,Orem,2016,J_Geophys_Res-Earth_121,10.1002/2015JF003663,Sa,250,500,32613,WGS84_UTM_13N,3.46,3122.56,142.83,220.87,99.64,-9999,-9999,-9999,NA,420000,13600,59.4,3.6,07KNSTD,1,PRIME-Lab,420000,13600,51.11,9.44,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,35.8779,695.29,100,-9999.99,-99.99,8.115,0.996,1,1,8.082,0.01354,0.00044,0.00033,0.00244,0.0025,52.7,1.72,3.57,52.9,1.72,3.58,-9999.99,-9999.99,-9999.99,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,12.4549999,va,100,793.5999756,3.41417,5890.399902,0.482
S034WTS009,Bin-9,S034,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),USA,San Bernardino (CA),ND,NA,Binnie:2007developing,OAID-000014,Binnie,2007,Geology_35,10.1130/G23641A.1,SaGr,125,20000,32611,WGS84_UTM_11N,2.89,2125.84,225.1,372.75,196.72,-9999,-9999,-9999,NA,26800,2000,520,60,NIST_30000,0.9313,ANU,24959,1863,471.24,95.2,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,34.198,781.24,100,-9999.99,-99.99,4.356,0.98,1,1,4.275,0.12488,0.00939,0.00566,0.02272,0.02523,415,31,39.5,422,31.6,40.2,-9999.99,-9999.99,-9999.99,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,20.4428997,pa,100,819.5,9.6468697,4120.25,0.6288
S183WTS003,STR_CW_011,S183,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),NPL,Nepalese Himalaya,Seti Riv.,NA,Kim:2017seti,OAID-000084,Kim,2017,J_Mt_Sci_14,10.1007/s11629-016-4282-y,Sa,250,710,32644,WGS84_UTM_44N,253.45,3933.51,1192.94,735.29,394.05,-9999,-9999,-9999,NA,97000,500,339.5,2,07KNSTD,1,KIST Seoul,97000,500,286.36,51.28,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,28.4789,610.44,14,42.48,16.78,11.655,0.906,1,1,10.446,0.07588,0.00039,0.0016,0.01349,0.01359,239,1.24,14.2,261,1.35,15.5,204.11,36.76,33.54,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,36.3266983,mt,100,831.572998,4.5929399,7759.549805,0.432472
S014WTS013,YPG12C,S014,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),USA,Sonoran Desert (AZ),Yuma Wash,NA,Clapp:2002arid,OAID-000030,Clapp,2002,Geomorphology_45,10.1016/s0169-555x(01)00191-x,Gr,0,0,32611,WGS84_UTM_11N,0.48,254.59,19.13,99.98,44.34,-9999,-9999,-9999,NA,132000,9000,-9999.99,-9999.99,KNSTD,0.9042,LLNL-CAMS,119354,8138,26.87,6.68,869000,104000,-9999.99,-9999.99,ND,0,LLNL-CAMS,869000,104000,27.33,7.04,NA,33.0722,984.77,100,-9999.99,-99.99,1.057,1,1,1,1.057,0.00712,0.00051,0.00085,0.00147,0.00177,24.2,1.67,2.21,24.2,1.67,2.21,-9999.99,-9999.99,-9999.99,1.057,1,1,1,1.057,0.00724,0.00093,0.00059,0.0015,0.00186,23.1,2.83,3.48,23.1,2.83,3.48, , , , , , , ,5.7094598,pa,100,104,23.9333,359,0.096
S105WTS005,JN-30-5,S105,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),CHN,Northern Qilian Mts.,ND,NA,Kai:2015qilian,OAID-000082,Hu,2015,Adv_Earth_Sci_30,10.11867/j.issn.1001-8166.2015.02.0268,Sa,250,750,32647,WGS84_UTM_47N,105.99,3818.72,408.7,546.3,199.9,-9999,-9999,-9999,NA,115100,7900,320.9,22.1,07KNSTD,1,PRIME-Lab,115100,7900,284.27,54.35,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,38.3012,633.56,100,4.26,4.02,12.916,0.955,1,1,12.348,0.07533,0.0052,0.0014,0.01336,0.0144,254,17.5,23,265,18.2,24,270.05,51.65,5.13,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,28.6478004,ss,55,462.3630066,-4.3085999,5229.729981,0.353588
S207WTS020,Wys,S207,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),CHE,"Rhone basin, Central Alps",Wysswasser,NA,Stutenbecker:2018rhone,OAID-000160,Stutenbecker,2018,Sediment_Geol_375,10.1016/j.sedgeo.2017.12.013,Sa,250,400,32632,WGS84_UTM_32N,80.43,2655.79,685.47,454.51,242.65,-9999,-9999,-9999,NA,9720,770,1230,240,S2007,0.9124,ETH-Zurich,9720,770,2266.37,446.8,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,46.4799,721.16,58,49.41,61.43,8.492,0.965,1,1,8.218,0.60059,0.04789,0.01585,0.10712,0.1184,2510,199,248,2600,206,256,598.95,120.19,116.39,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,24.4423008,ig,39,901.15802,-2.74751,14102.59961,0.2493
S104WTS019,DS6-088,S104,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),IND,Garhwal Himalaya (UK),Pabbar Tributaries,NA,Scherler:2013garhwal,OAID-000149,Scherler,2014,J_Geophys_Res-Earth_119,10.1002/2013JF002955,Sa,125,500,32644,WGS84_UTM_44N,230.76,3726.93,642.96,549.8,289.7,-9999,-9999,-9999,NA,26830,750,1060,90,07KNSTD,1,LLNL-CAMS,26830,750,997.37,180.81,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,31.3191,637.78,68,1.99,0.86,10.499,0.955,1,1,10.04,0.2643,0.0074,0.00591,0.04697,0.04791,811,22.7,52.9,845,23.6,55.2,981.26,177.92,1.63,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,28.802,mt,99,1000.950012,3.5697999,8586.589844,0.564674
S304WTS018,DB19,S304,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),ITA,W ITA Alps,Dora Baltea (trib.),NA,Serra:2022dora,OAID-001022,Serra,2022,Earth_Surf_Dynamics_10,10.5194/esurf-10-493-2022,Sa,250,400,32632,WGS84_UTM_32N,146.42,2355.94,424.86,450.67,252.12,-9999,-9999,-9999,NA,41900,1500,390,30,S2007N,1,ETH-Zurich,41900,1500,410.6,76.41,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,45.7004,755.71,39,12.52,8.55,6.583,0.965,1,1,6.37,0.10881,0.00391,0.00353,0.01955,0.02025,438,15.7,30.2,453,16.2,31.3,359.36,67.04,13.31,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,24.2597008,mt,52,1658.790039,0.425236,20417.59961,0.475343
S304WTS003,DB03,S304,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),ITA,W ITA Alps,Dora Baltea (trib.),NA,Serra:2022dora,OAID-001022,Serra,2022,Earth_Surf_Dynamics_10,10.5194/esurf-10-493-2022,Sa,250,400,32632,WGS84_UTM_32N,147.04,2527.33,559.36,554.79,273.47,-9999,-9999,-9999,NA,23500,1400,760,60,S2007N,1,ETH-Zurich,23500,1400,821.28,156.9,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,45.5741,736.12,59,10.03,6.82,7.532,0.948,1,1,7.171,0.21764,0.01302,0.00643,0.03896,0.04158,895,53.3,75.1,943,56.2,79.1,736.4,140.92,10.9,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,29.0210991,mt,86,1234.640015,-0.404494,15271.2002,0.381981
S200WTS007,GS08,S200,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),CHN,"Longmen Shan, Sichuan",Dadu Riv.,NA,Cook:2018gongga,OAID-000034,Cook,2018,Earth_Planet_Sc_Lett_481,10.1016/j.epsl.2017.10.043,ND,0,0,32647,WGS84_UTM_47N,236.81,4238.62,379.22,399.2,182.08,-9999,-9999,-9999,NA,279700,64170,120,29,07KNSTD,1,PRIME-Lab,279700,64170,116.82,35.24,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,29.9694,603.23,100,1.14,0.48,12.623,0.978,1,1,12.36,0.03096,0.00753,0.00056,0.0055,0.00934,104,24,24.8,106,24.5,25.3,116.06,35.01,0.66,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,21.7618999,pa,54,776.3439941,0.768494,9372.759766,0.459942
S304WTS014,DB14,S304,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),ITA,W ITA Alps,Dora Baltea (trib.),NA,Serra:2022dora,OAID-001022,Serra,2022,Earth_Surf_Dynamics_10,10.5194/esurf-10-493-2022,Sa,250,400,32632,WGS84_UTM_32N,141.16,2125.9,475.83,486.99,188.88,-9999,-9999,-9999,NA,28300,1300,500,40,S2007N,1,ETH-Zurich,28300,1300,526.23,99.88,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,45.8297,776.89,32,0.49,0.35,5.681,0.965,1,1,5.478,0.13945,0.00643,0.00514,0.02516,0.02647,561,25.8,42,580,26.7,43.4,522.29,99.16,0.75,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,25.9655991,mt,67,1591.959961,1.76489,18976.5,0.598882
S035WTS005,MA1,S035,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),ECU,Ecuadorian Andes,Paute,NA,Vanacker:2007vegetation,OAID-000169,Vanacker,2007,Geology_35,10.1130/g23109a.1,Sa,250,2500,32717,WGS84_UTM_17S,0.03,2766.67,12.36,194.59,34.3,-9999,-9999,-9999,NA,510000,32000,29,4,S555,0.9124,ETH-Zurich,465324,29197,23.13,4.65,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,-3.0514,719.97,100,-9999.99,-99.99,4.015,0.997,1,1,4.002,0.00613,0.0004,0.00025,0.00114,0.00123,25.2,1.6,2.2,25.3,1.61,2.2,-9999.99,-9999.99,-9999.99,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,11.0115995,NoData,-9999,-9999,-9999,-9999,-9999
S183WTS010,STW_CW_107,S183,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),NPL,Nepalese Himalaya,Seti Riv.,NA,Kim:2017seti,OAID-000084,Kim,2017,J_Mt_Sci_14,10.1007/s11629-016-4282-y,Sa,250,710,32644,WGS84_UTM_44N,232.47,4033.39,1174.21,745.23,404.51,-9999,-9999,-9999,NA,56900,500,585.1,4.8,07KNSTD,1,KIST Seoul,56900,500,506.79,90.67,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,28.4788,604.14,13,42.48,18.3,12.133,0.902,1,1,10.846,0.1343,0.00118,0.00277,0.02384,0.02403,414,3.64,24.7,455,4,27.2,354.24,63.72,35.44,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,36.6945992,mt,100,794.2689819,3.9528601,7550.549805,0.403789
S183WTS002,STW_CW_002,S183,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),NPL,Nepalese Himalaya,Seti Riv.,NA,Kim:2017seti,OAID-000084,Kim,2017,J_Mt_Sci_14,10.1007/s11629-016-4282-y,Sa,250,710,32644,WGS84_UTM_44N,232.47,4033.39,1174.21,745.23,404.51,-9999,-9999,-9999,NA,42300,300,786.8,6.7,07KNSTD,1,KIST Seoul,42300,300,681.88,121.92,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,28.4788,604.14,13,42.48,18.3,12.133,0.902,1,1,10.846,0.1807,0.00128,0.00374,0.03207,0.03231,553,3.93,32.9,609,4.32,36.2,476.68,85.68,35.42,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,36.6945992,mt,100,794.2689819,3.9528601,7550.549805,0.403789
S164WTS038,sample_37,S164,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),IND,"Karnataka, Kerala",Swarna Riv.,NA,Mandal:2015indian,OAID-000096,Mandal,2015,Earth_Planet_Sc_Lett_425,10.1016/j.epsl.2015.05.050,Sa,250,1000,32643,WGS84_UTM_43N,38.84,520.46,412.08,231.22,174.51,-9999,2,2014,NA,70145,4074,63.13,5.37,S2007,0.9124,ETH-Zurich,70145,4074,45.64,11.28,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,13.1012,933.16,0,-9999.99,-99.99,1.048,0.987,1,1,1.03,0.01209,0.00073,0.00153,0.00246,0.00299,44.4,2.6,3.7,44.8,2.62,3.74,-9999.99,-9999.99,-9999.99,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,13.0191002,mt,100,5752.240234,23.8659992,33918.10156,0.771048
S025WTS015,BOL-17,S025,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),BOL,Bolivian Andes,ND,NA,Safran:2005bolivian,OAID-000144,Safran,2005,Earth_Surf_Proc_Land_30,10.1002/esp.1259,Sa,250,1000,32719,WGS84_UTM_19S,250.9,1540.47,533.48,467.42,197.53,-9999,-9999,-9999,NA,38200,2600,160,-9999.99,KNSTD,0.9042,LLNL-CAMS,34540,2351,164.4,35.86,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,-15.5024,840.16,100,-9999.99,-99.99,2.028,0.963,1,1,1.949,0.04356,0.003,0.00361,0.00827,0.0095,145,9.92,13.1,150,10.2,13.5,-9999.99,-9999.99,-9999.99,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,25.0522995,sm,100,1298.810059,20.2565994,8887.530273,0.723521
S342WTS021,KYR14-19,S342,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),KGZ,Kyrgyz Range, ,NA,Kudriavtseva:2023pamir,OAID-001600,Kudriavtseva,2023,J_Geophys_Res-Earth_128,10.1029/2023jf007193,Sa,250,500,32643,WGS84_UTM_43N,163.66,3284.81,439.17,493.14,211.45,-9999,-9999,-9999,NA,249248,12456,109.96734,20.502672,07KNSTD,1,ANSTO,249248,12456,109.97,20.5,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,42.3978,675.45,84,2.11,1.29,10.724,0.962,1,1,10.331,0.02914,0.00147,0.00061,0.0052,0.00543,110,5.54,8.57,114,5.74,8.87,107.89,20.12,1.9,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,26.2497997,pa,66,649.6519775,-5.8365898,8289.320313,0.406708
S230WTS015,mod4002,S230,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),TJK,Pamir Mts.,Tandykul trib.,NA,Grin:2018tajikistan,OAID-000068,Grin,2018,Geomorphology_321,10.1016/j.geomorph.2018.08.007,Sa,250,500,32643,WGS84_UTM_43N,177.54,3674.04,514.98,475.37,262.79,-9999,-9999,-9999,NA,27780,1430,1570,190,07KNSTD,1,Cologne,27780,1430,1160.92,215.33,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,39.4291,641.3,100,50.08,28.21,12.607,0.961,1,1,12.153,0.30764,0.01588,0.00588,0.05449,0.05706,1030,52.8,80.4,1060,54.7,83.2,791.41,146.96,37.85,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,25.4249992,sm,51,710.7479858,-2.7358999,7974.609863,0.183552
S213WTS003,SG1603,S213,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),USA,San Gabriel Mts. (CA),ND,NA,Neely:2019california,OAID-000113,Neely,2019,Earth_Planet_Sc_Lett_522,10.1016/j.epsl.2019.06.011,Gr,20000,60000,32611,WGS84_UTM_11N,12.59,1884.72,398.25,537.57,161.6,-9999,-9999,-9999,NA,8600,1100,1200,180,07KNSTD,1,PRIME-Lab,8600,1100,1171.91,270.03,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,34.2138,802.48,100,-9999.99,-99.99,3.768,0.961,1,1,3.624,0.31056,0.04041,0.01615,0.05681,0.07156,1100,141,155,1150,147,162,-9999.99,-9999.99,-9999.99,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,28.2611008,pa,65,817.5289917,11.4250002,4080.75,0.4385
